sta_code_h3;sta_label;sta_label_add;sta_type;sta_test_station;sta_monitor;sta_code_h2;sta_code_child;sta_code_parent;sta_comment;sta_city;sta_crs;sta_epsg;sta_kp;sta_altitude_staff_gauge;sta_date_altitude_ref;sta_date_start;sta_date_end;sta_publication_right;sta_time_data_gap;sta_time_discontinuity;sta_impact_local;sta_display_level;sta_dual_staff_gauge;sta_qual_lowflow;sta_qual_meanflow;sta_qual_highflow;sta_purpose;sta_comment_impact_local;sta_date_update;sit_code_h3;sta_main_prod_name;sta_main_prod_name_short;sta_main_prod_code;sta_x_l2e;sta_y_l2e;sta_x_l93;sta_y_l93;sta_x_w84;sta_y_w84;sta_x_l2e_snap;sta_y_l2e_snap;sta_x_l93_snap;sta_y_l93_snap;sta_x_w84_snap;sta_y_w84_snap;sta_area_snap;sta_altitude_snap;sta_territory
I522101001;La Vire à Saint-Lô [Pont de Gourfaleur];NA;Standard station;FALSE;TRUE;I5221010;NA;NA;Station actuellement au pont de Gourfaleur, ex station 'Moulin des Rondelles' dans Hydro2;Saint-Lô (50502);Lambert 93;2154;NA;NA;NA;1969-09-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Unqualified;Low flow monitoring - Flood forecasting;NA;2021-09-24 14:03:00;I5221010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Normandie;DREAL Normandie;13000626500016;349485.498041042;2459608.45180219;401226;6895013;-1.09172936312222;49.0852726237987;348913;2460149;400658;6895558;-1.09988;49.0899;882.7;14.0;Metropolitan France (mainland)
I524301001;Le bras de l'Elle à Saint-Jean-de-Savigny;NA;Standard station;FALSE;TRUE;I5243010;NA;NA;NA;Saint-Jean-de-Savigny (50491);Lambert 93;2154;NA;25000;2020-07-10 14:32:00;1990-09-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-24 14:03:00;I5243010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Normandie;DREAL Normandie;13000626500016;356218.617414762;2472217.79544963;408058;6907559;-1.00703839114854;49.2010711782261;356213;2472249;408053;6907591;-1.00713;49.20135;58.2;25.5;Metropolitan France (mainland)
I532151001;L'Aure à Maisons [Pont-Fatu];NA;Standard station;FALSE;TRUE;I5321510;NA;NA;NA;Maisons (14391);Lambert 93;2154;NA;16610;2019-10-28 10:30:00;1981-09-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Water Police - Streamflow monitoring;NA;2021-09-24 14:03:00;I5321510;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Normandie;DREAL Normandie;13000626500016;375540.784731327;2484804.28261978;427471;6919979;-0.749087361685192;49.3211563145845;375613;2484849;427544;6920023;-0.74812;49.32159;136.3;15.3;Metropolitan France (mainland)
I535201001;La Drôme à Sully;NA;Standard station;FALSE;TRUE;I5352010;NA;NA;NA;Sully (14680);Lambert 93;2154;NA;NA;NA;1981-09-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Uncertain;Good;Good;Low flow monitoring - Water Police - Streamflow monitoring;NA;2021-09-24 14:03:00;I5352010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Normandie;DREAL Normandie;13000626500016;376240.229040125;2482367.47386102;428150;6917538;-0.738172039454241;49.2995275048532;376213;2482349;428123;6917520;-0.73854;49.29935;240.7;20.1;Metropolitan France (mainland)
I696401001;Le Petit Douet à Héauville;NA;Standard station;FALSE;TRUE;I6964010;NA;NA;NA;Héauville (50238);Lambert 93;2154;999500;12000;2023-01-11 09:57:00;1977-12-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2023-01-11 09:57:00;I6964010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Normandie;DREAL Normandie;13000626500016;298631.76109173;2516373.18954224;350868;6952157;-1.82759427812883;49.572575963125;298613;2516349;350849;6952133;-1.82784;49.57235;11.6;26.0;Metropolitan France (mainland)
I722202001;La Soulles à Coutances;NA;Standard station;FALSE;TRUE;I7222020;NA;NA;NA;Coutances (50147);Lambert 93;2154;995100;13000;2019-10-28 11:11:00;1977-10-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-24 14:02:00;I7222020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Normandie;DREAL Normandie;13000626500016;323478.149424829;2455357.00795495;375201;6890977;-1.4443130224144;49.0363937895122;323513;2455349;375236;6890969;-1.44383;49.03634;141.2;16.1;Metropolitan France (mainland)
I903101001;La Sélune à Notre-Dame-du-Touchet;NA;Standard station;FALSE;TRUE;I9031010;NA;NA;NA;Notre-Dame-du-Touchet (50381);Lambert 93;2154;952970;NA;NA;1991-03-07 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-24 14:02:00;I9031010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Normandie;DREAL Normandie;13000626500016;356100.41757616;2405099.70021884;407390;6840487;-0.969946698279841;48.5983711456412;356113;2405049;407402;6840437;-0.96975;48.59792;204.2;77.0;Metropolitan France (mainland)
J001401001;Le Nançon à Lécousse - Pont aux Anes;Pont aux Anes;Standard station;FALSE;TRUE;J0014010;NA;NA;NA;Lécousse (35150);Lambert 93;2154;NA;105174;2022-02-16 14:23:00;1982-01-30 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-16 14:23:00;J0014010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;338289.522508082;2381069.8490795;389395;6816620;-1.19645072979511;48.3755829755726;338313;2381049;389418;6816599;-1.19612;48.37541;64.8;108.2;Metropolitan France (mainland)
J014401001;La Loisance à Saint-Ouen-la-Rouërie - Moulin Neuf;Moulin Neuf;Standard station;FALSE;TRUE;J0144010;NA;NA;NA;Saint-Ouen-la-Rouërie (35303);Lambert 93;2154;NA;49000;2020-02-03 08:54:00;1968-08-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J0144010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;320850.758963472;2387710.07450408;372023;6823398;-1.43581538700228;48.4279323218673;320913;2387749;372086;6823437;-1.435;48.42831;81.8;59.0;Metropolitan France (mainland)
J032301001;Le Guyoult à Epiniac - La Vieux-Ville;La Vieux-Ville;Standard station;FALSE;TRUE;J0323010;NA;NA;NA;Epiniac (35104);Lambert 93;2154;NA;16112;2022-02-16 14:22:00;1967-11-17 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-16 14:22:00;J0323010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;302713.431739232;2399532.48406225;353995;6835360;-1.68867853933225;48.5259987625538;302813;2399649;354095;6835476;-1.68741;48.52709;62.3;19.0;Metropolitan France (mainland)
J061161001;La Rance à Saint-Jouan-de-l'Isle - Pont Rimbert;Pont Rimbert;Standard station;FALSE;TRUE;J0611610;NA;NA;NA;Saint-Jouan-de-l'Isle (22305);Lambert 93;2154;NA;60910;2020-01-31 15:16:00;1984-09-21 00:00:00;NA;Public;180;180;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J0611610;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;265644.915687084;2371259.57058638;316723;6807409;-2.16761785514162;48.254106779486;265613;2371249;316691;6807399;-2.16804;48.254;143.9;59.4;Metropolitan France (mainland)
J100452001;Le Frémur [de Lancieux] à Pleslin-Trigavou - Vieux Moulin;Vieux Moulin;Standard station;FALSE;TRUE;J1004520;NA;NA;NA;Pleslin-Trigavou (22190);Lambert 93;2154;NA;31367;2022-02-16 14:21:00;1991-10-17 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-16 14:21:00;J1004520;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;274381.731325575;2403801.86578378;325718;6839857;-2.07475448916272;48.550659005594;274413;2403849;325750;6839904;-2.07437;48.5511;35.9;37.9;Metropolitan France (mainland)
J110301001;L'Arguenon à Jugon-les-Lacs - Bois Léard;Bois Léard;Standard station;FALSE;TRUE;J1103010;NA;NA;NA;Jugon-les-Lacs (22084);Lambert 93;2154;NA;28422;2020-12-14 14:27:00;1972-01-03 00:00:00;NA;Public;180;180;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J1103010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;254336.006602502;2388472.19535215;305562;6824701;-2.33337241108172;48.4026685748608;254313;2388449;305539;6824678;-2.33366;48.40245;103.4;31.0;Metropolitan France (mainland)
J111401001;La Rosette à Mégrit - Pont D 19;Pont D 19;Standard station;FALSE;TRUE;J1114010;NA;NA;NA;Mégrit (22145);Lambert 93;2154;NA;38327;2020-02-04 09:38:00;1973-03-07 00:00:00;NA;Public;180;180;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J1114010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;260374.326403756;2383914.9327005;311559;6820098;-2.24839417196589;48.3649620335049;260413;2383849;311597;6820032;-2.24782;48.36439;112.8;41.0;Metropolitan France (mainland)
J131301001;Le Gouessant à Andel - Le Quingueret;Le Quingueret;Standard station;FALSE;TRUE;J1313010;NA;NA;Marnage 0-4m;Andel (22002);Lambert 93;2154;NA;37118;2020-06-15 15:28:00;1979-12-29 00:00:00;NA;Public;180;180;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J1313010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;237561.78251888;2398621.43968806;288882;6834979;-2.56796300264512;48.4845624416681;237513;2398649;288833;6835007;-2.56865;48.48479;243.9;36.8;Metropolitan France (mainland)
J132401001;L'Evron à Coëtmieux - La Rue;La Rue;Standard station;FALSE;TRUE;J1324010;NA;NA;NA;Coëtmieux (22044);Lambert 93;2154;NA;37132;2022-02-16 14:26:00;1982-08-10 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-16 14:26:00;J1324010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;234790.209742563;2399437.57145291;286119;6835817;-2.60606283465094;48.4903250076885;234713;2399449;286042;6835829;-2.60712;48.49039;138.8;40.0;Metropolitan France (mainland)
J151301001;Le Gouët à Saint-Julien - La Saudraie;La Saudraie;Standard station;FALSE;TRUE;J1513010;NA;NA;NA;Saint-Julien (22307);Lambert 93;2154;NA;91570;2020-12-14 14:32:00;1972-02-10 00:00:00;NA;Public;180;180;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J1513010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;217700.644650683;2395659.61802327;269011;6832180;-2.83333374981488;48.4465532746993;217713;2395749;269024;6832270;-2.83325;48.44737;134.9;105.0;Metropolitan France (mainland)
J152401001;La Maudouve à Saint-Donan - La Ville ès Ruelle;La Ville ès Ruelle;Standard station;FALSE;TRUE;J1524010;NA;NA;NA;Saint-Donan (22287);Lambert 93;2154;NA;88350;2021-02-22 11:01:00;1990-10-30 22:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-02-22 11:01:00;J1524010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;216764.609157989;2398055.75469041;268095;6834582;-2.84808975601993;48.4674941219115;216713;2398049;268043;6834576;-2.84878;48.46741;29.3;101.0;Metropolitan France (mainland)
J171171001;Le Trieux à Saint-Péver - Pont Locminé;Pont Locminé;Standard station;FALSE;TRUE;J1711710;NA;NA;NA;Saint-Péver (22322);Lambert 93;2154;NA;94120;2020-02-03 09:15:00;1980-10-15 00:00:00;NA;Public;180;180;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J1711710;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;197223.898505016;2401133.13349129;248593;6837815;-3.11450307271231;48.4832183410179;197213;2401149;248582;6837831;-3.11467;48.48336;183.7;92.3;Metropolitan France (mainland)
J172172001;Le Trieux à Saint-Clet - Chateaulin;Chateaulin;Standard station;FALSE;TRUE;J1721720;NA;NA;NA;Saint-Clet (22283);Lambert 93;2154;NA;NA;NA;1989-11-14 00:00:00;NA;Public;180;180;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2020-06-23 10:16:00;J1721720;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;194955.939580439;2424362.08499868;246514;6861046;-3.16707709725979;48.6901033591314;194913;2424449;246472;6861134;-3.16774;48.69086;416.2;10.0;Metropolitan France (mainland)
J181301001;Le Leff à Quemper-Guézennec - Rivoallan;Rivoallan;Standard station;FALSE;TRUE;J1813010;NA;NA;NA;Quemper-Guézennec (22256);Lambert 93;2154;NA;10430;2016-02-08 14:25:00;1972-08-01 00:00:00;NA;Public;180;180;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J1813010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;202342.960740255;2425610.54260235;253906;6862234;-3.06818893714237;48.7059026693976;202413;2425549;253975;6862172;-3.06718;48.7054;341.6;14.5;Metropolitan France (mainland)
J202301001;Le Jaudy à Mantallot - Kerbrido;Kerbrido;Standard station;FALSE;TRUE;J2023010;NA;NA;NA;Mantallot (22141);Lambert 93;2154;NA;18250;2020-02-03 09:21:00;1981-11-26 00:00:00;NA;Public;180;180;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J2023010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;187562.267605541;2427534.66473478;239151;6864276;-3.27027240264213;48.7138550915861;187613;2427549;239202;6864290;-3.2696;48.71402;165.5;19.2;Metropolitan France (mainland)
J203401001;Le Guindy à Plouguiel - Kerallio;Kerallio;Standard station;FALSE;TRUE;J2034010;NA;NA;NA;Plouguiel (22221);Lambert 93;2154;NA;6100;2020-02-03 09:08:00;1984-07-29 00:00:00;NA;Public;180;180;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;Prise d'eau AEP Pont Scoul à 2 km en amont;2021-01-19 13:40:00;J2034010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;189106.457039938;2435087.28351646;240755;6871811;-3.25664610967531;48.78255545168;189113;2435049;240761;6871773;-3.25652;48.78222;122.1;9.3;Metropolitan France (mainland)
J221311001;Le Guic à Guerlesquin - Kerret;Kerret;Standard station;FALSE;TRUE;J2213110;NA;NA;NA;Guerlesquin (29067);Lambert 93;2154;NA;187820;2020-02-03 09:07:00;1982-09-02 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J2213110;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;162379.353417571;2405837.82681184;213811;6842797;-3.58915381456039;48.5027487057847;162413;2405849;213845;6842808;-3.58871;48.50287;7.3;187.0;Metropolitan France (mainland)
J223301001;Le Léguer à Belle-Isle-en-Terre - Terrain de football;Terrain de football;Standard station;FALSE;TRUE;J2233010;NA;NA;Marnage 0-4m;Belle-Isle-en-Terre (22005);Lambert 93;2154;NA;NA;NA;1972-08-22 00:00:00;NA;Public;180;180;Low or non-existent;NA;FALSE;Good;Good;Uncertain;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J2233010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;176799.340193853;2409712.57509765;228252;6846553;-3.39842367628523;48.5470939512815;176813;2409649;228265;6846490;-3.39818;48.54654;264.6;92.8;Metropolitan France (mainland)
J231491001;Le Yar à Tréduder - Milin ar Veuzit;Milin ar Veuzit;Standard station;FALSE;TRUE;J2314910;NA;NA;NA;Tréduder (22350);Lambert 93;2154;NA;28220;2020-02-03 09:03:00;1980-11-25 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J2314910;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;164445.791217713;2421758.59062405;216004;6858690;-3.57747062102428;48.6468584106659;164413;2421749;215971;6858681;-3.5779;48.64675;57.7;32.0;Metropolitan France (mainland)
J240401001;Le Douron au Ponthou - Coat Don;Coat Don;Standard station;FALSE;TRUE;J2404010;NA;NA;NA;Ponthou (29219);Lambert 93;2154;NA;83540;2022-03-08 08:13:00;1989-03-15 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-03-08 08:13:00;J2404010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;158665.54202257;2412082.37160048;210150;6849067;-3.64567211448238;48.5561971081133;158613;2412049;210097;6849034;-3.64635;48.55586;26.0;87.5;Metropolitan France (mainland)
J251401001;Le Dourduff à Garlan - Pont St Hubert;Pont St Hubert;Standard station;FALSE;TRUE;J2514010;NA;NA;NA;Garlan (29059);Lambert 93;2154;NA;NA;NA;1966-07-21 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J2514010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;150059.568250605;2418549.7630154;201602;6855599;-3.76865665414443;48.6082192921066;150113;2418549;201655;6855598;-3.76793;48.60825;43.9;30.0;Metropolitan France (mainland)
J260301001;Le Jarlot à Plougonven - Berlingar;Berlingar;Standard station;FALSE;TRUE;J2603010;NA;NA;NA;Plougonven (29191);Lambert 93;2154;NA;18923;2020-02-03 08:58:00;1966-06-27 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J2603010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;147370.147962763;2414133.08308994;198879;6851207;-3.80033085312053;48.5667557740249;147413;2414049;198921;6851123;-3.79966;48.56604;43.6;24.2;Metropolitan France (mainland)
J260541001;Le Tromorgant à Plougonven - Compezou;Compezou;Standard station;FALSE;TRUE;J2605410;NA;NA;NA;Plougonven (29191);Lambert 93;2154;NA;20920;2020-03-10 09:30:00;1976-11-04 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J2605410;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;147624.349901433;2414130.12168912;199133;6851202;-3.79689519176888;48.5669074436807;147613;2414149;199122;6851221;-3.79707;48.56707;41.5;24.5;Metropolitan France (mainland)
J261401002;Le Queffleuth à Plourin-lès-Morlaix - Les Trois Chênes;Les Trois Chênes;Standard station;FALSE;TRUE;J2614020;NA;NA;Marnage 0-4m;Plourin-lès-Morlaix (29207);Lambert 93;2154;NA;9570;2018-11-13 15:18:00;1988-12-01 00:00:00;NA;Public;180;180;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J2614010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;144715.655495516;2414461.00634337;196229;6851556;-3.83652203803337;48.5678276325828;144713;2414449;196226;6851544;-3.83655;48.56772;95.6;15.0;Metropolitan France (mainland)
J272301001;La Penzé à Taulé - Penhoat;Penhoat;Standard station;FALSE;TRUE;J2723010;NA;NA;Cette station a été gérée par le Service de Bassin Loire-Bretagne jusqu'au 15/09/2000;Taulé (29279);Lambert 93;2154;NA;6150;2022-02-16 14:27:00;1964-11-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-16 14:27:00;J2723010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;138470.076655741;2416979.66107684;190008;6854123;-3.92356275058127;48.585961465807;138513;2416949;190051;6854092;-3.92295;48.58572;142.9;10.4;Metropolitan France (mainland)
J301433001;L'Horn à Mespaul - Kertanguy;Kertanguy;Standard station;FALSE;TRUE;J3014330;NA;NA;NA;Mespaul (29148);Lambert 93;2154;NA;37800;2022-02-16 14:27:00;1991-06-26 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-16 14:27:00;J3014330;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;131975.416426821;2419614.42807262;183539;6856808;-4.01415600585736;48.6048907294357;132013;2419649;183577;6856843;-4.01369;48.60523;38.5;39.2;Metropolitan France (mainland)
J302401001;Le Guillec à Trézilidé - Kermerien;Kermerien;Standard station;FALSE;TRUE;J3024010;NA;NA;NA;Trézilidé (29301);Lambert 93;2154;NA;29510;2022-02-16 14:28:00;1966-06-07 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-16 14:28:00;J3024010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;127501.482920424;2421213.69159415;179081;6858442;-4.07636220793455;48.6159571732324;127513;2421249;179093;6858478;-4.07625;48.61628;44.8;30.2;Metropolitan France (mainland)
J320571001;[L'Aber Wrac'h (branche ouest)] au Drennec - Kerneguez;Kerneguez;Standard station;FALSE;TRUE;J3205710;NA;NA;NA;Drennec (29047);Lambert 93;2154;NA;33860;2022-02-16 14:01:00;1966-06-23 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-03-10 09:11:00;J3205710;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;105731.325272889;2413581.11837512;157265;6850989;-4.36162521426842;48.5312782103542;105713;2413549;157246;6850957;-4.36184;48.53098;24.4;36.8;Metropolitan France (mainland)
J321302002;L'Aber Benoît à Plabennec - Loc Maria;Loc Maria;Standard station;FALSE;TRUE;J3213020;NA;NA;NA;Plabennec (29160);Lambert 93;2154;NA;42290;2020-03-31 17:13:00;1978-10-06 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;J3213020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;102343.956235086;2413078.68792581;153876;6850514;-4.4067224783949;48.524177123375;102313;2413149;153846;6850585;-4.40722;48.52479;27.1;40.6;Metropolitan France (mainland)
J332302002;L'Aber Ildut à Brélès - Keringar;Keringar;Standard station;FALSE;TRUE;J3323020;NA;NA;NA;Brélès (29017);Lambert 93;2154;NA;18130;2022-02-16 14:04:00;1977-11-25 00:00:00;NA;Public;1440;1440;Low flows only;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-16 14:04:00;J3323020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;81477.6678541434;2407257.97296094;132978;6844864;-4.68096444939235;48.4556479913231;81513;2407249;133013;6844855;-4.68048;48.4556;95.4;19.1;Metropolitan France (mainland)
J340302001;L'Elorn à Commana - Kerfornedic;Kerfornedic;Standard station;FALSE;TRUE;J3403020;NA;NA;NA;Commana (29038);Lambert 93;2154;NA;NA;NA;1983-07-06 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-16 14:28:00;J3403020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;131044.240485554;2395101.62891715;182412;6832320;-3.99997648328138;48.3845662515413;131013;2395149;182381;6832368;-4.00045;48.38497;8.6;165.0;Metropolitan France (mainland)
J340411001;[Le ruisseau de Mougau Bihan] à Commana - Moulin Neuf;Moulin Neuf;Standard station;FALSE;TRUE;J3404110;NA;NA;NA;Commana (29038);Lambert 93;2154;NA;NA;NA;1983-07-06 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-16 14:29:00;J3404110;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;131593.705159242;2396465.01011506;182972;6833678;-3.99406498169336;48.3971816537391;131613;2396449;182991;6833662;-3.99379;48.39705;8.7;163.1;Metropolitan France (mainland)
J351401001;La Mignonne à Irvillac - Pont Mel;Pont Mel;Standard station;FALSE;TRUE;J3514010;NA;NA;NA;Irvillac (29086);Lambert 93;2154;NA;23510;2022-02-16 14:18:00;1971-04-07 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-16 14:18:00;J3514010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Bretagne;DREAL Bretagne;13001000200017;115217.390922424;2396662.98160839;166609;6834007;-4.21460891377369;48.3869025780469;115213;2396649;166604;6833993;-4.21465;48.38678;66.9;29.0;Metropolitan France (mainland)
